"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","PENSIONEXP","PUB","PC_GDP","A","2005",3.746,
"AUS","PENSIONEXP","PUB","PC_GDP","A","2006",3.7,
"AUS","PENSIONEXP","PUB","PC_GDP","A","2007",3.866,
"AUS","PENSIONEXP","PUB","PC_GDP","A","2008",3.942,
"AUS","PENSIONEXP","PUB","PC_GDP","A","2009",3.812,
"AUS","PENSIONEXP","PUB","PC_GDP","A","2010",3.766,
"AUS","PENSIONEXP","PUB","PC_GDP","A","2011",3.87,
"AUS","PENSIONEXP","PUB","PC_GDP","A","2012",3.925,
"AUS","PENSIONEXP","PUB","PC_GDP","A","2013",4.101,
"AUS","PENSIONEXP","PUB","PC_GDP","A","2014",4.25,
"AUS","PENSIONEXP","PUB","PC_GDP","A","2015",4.327,
"AUS","PENSIONEXP","PUB","PC_GDP","A","2016",4.176,
"AUT","PENSIONEXP","PUB","PC_GDP","A","2005",11.948,
"AUT","PENSIONEXP","PUB","PC_GDP","A","2006",11.876,
"AUT","PENSIONEXP","PUB","PC_GDP","A","2007",11.711,
"AUT","PENSIONEXP","PUB","PC_GDP","A","2008",11.934,
"AUT","PENSIONEXP","PUB","PC_GDP","A","2009",12.815,
"AUT","PENSIONEXP","PUB","PC_GDP","A","2010",12.961,
"AUT","PENSIONEXP","PUB","PC_GDP","A","2011",12.714,
"AUT","PENSIONEXP","PUB","PC_GDP","A","2012",12.996,
"AUT","PENSIONEXP","PUB","PC_GDP","A","2013",13.266,
"AUT","PENSIONEXP","PUB","PC_GDP","A","2014",13.407,
"AUT","PENSIONEXP","PUB","PC_GDP","A","2015",13.304,
"BEL","PENSIONEXP","PUB","PC_GDP","A","2005",8.884,
"BEL","PENSIONEXP","PUB","PC_GDP","A","2006",8.83,
"BEL","PENSIONEXP","PUB","PC_GDP","A","2007",8.729,
"BEL","PENSIONEXP","PUB","PC_GDP","A","2008",9.299,
"BEL","PENSIONEXP","PUB","PC_GDP","A","2009",9.947,
"BEL","PENSIONEXP","PUB","PC_GDP","A","2010",9.839,
"BEL","PENSIONEXP","PUB","PC_GDP","A","2011",10.043,
"BEL","PENSIONEXP","PUB","PC_GDP","A","2012",9.963,
"BEL","PENSIONEXP","PUB","PC_GDP","A","2013",10.334,
"BEL","PENSIONEXP","PUB","PC_GDP","A","2014",10.439,
"BEL","PENSIONEXP","PUB","PC_GDP","A","2015",10.709,
"CAN","PENSIONEXP","PUB","PC_GDP","A","2005",4.023,
"CAN","PENSIONEXP","PUB","PC_GDP","A","2006",4.006,
"CAN","PENSIONEXP","PUB","PC_GDP","A","2007",4.011,
"CAN","PENSIONEXP","PUB","PC_GDP","A","2008",4.117,
"CAN","PENSIONEXP","PUB","PC_GDP","A","2009",4.441,
"CAN","PENSIONEXP","PUB","PC_GDP","A","2010",4.295,
"CAN","PENSIONEXP","PUB","PC_GDP","A","2011",4.293,
"CAN","PENSIONEXP","PUB","PC_GDP","A","2012",4.459,
"CAN","PENSIONEXP","PUB","PC_GDP","A","2013",4.47,
"CAN","PENSIONEXP","PUB","PC_GDP","A","2014",4.534,
"CAN","PENSIONEXP","PUB","PC_GDP","A","2015",4.698,
"CZE","PENSIONEXP","PUB","PC_GDP","A","2005",6.69,
"CZE","PENSIONEXP","PUB","PC_GDP","A","2006",6.613,
"CZE","PENSIONEXP","PUB","PC_GDP","A","2007",6.812,
"CZE","PENSIONEXP","PUB","PC_GDP","A","2008",7.109,
"CZE","PENSIONEXP","PUB","PC_GDP","A","2009",7.919,
"CZE","PENSIONEXP","PUB","PC_GDP","A","2010",8.092,
"CZE","PENSIONEXP","PUB","PC_GDP","A","2011",8.406,
"CZE","PENSIONEXP","PUB","PC_GDP","A","2012",8.623,
"CZE","PENSIONEXP","PUB","PC_GDP","A","2013",8.696,
"CZE","PENSIONEXP","PUB","PC_GDP","A","2014",8.395,
"CZE","PENSIONEXP","PUB","PC_GDP","A","2015",8.084,
"DNK","PENSIONEXP","PUB","PC_GDP","A","2005",6.456,
"DNK","PENSIONEXP","PUB","PC_GDP","A","2006",6.505,
"DNK","PENSIONEXP","PUB","PC_GDP","A","2007",6.287,
"DNK","PENSIONEXP","PUB","PC_GDP","A","2008",6.384,
"DNK","PENSIONEXP","PUB","PC_GDP","A","2009",7.036,
"DNK","PENSIONEXP","PUB","PC_GDP","A","2010",7.162,
"DNK","PENSIONEXP","PUB","PC_GDP","A","2011",7.444,
"DNK","PENSIONEXP","PUB","PC_GDP","A","2012",7.639,
"DNK","PENSIONEXP","PUB","PC_GDP","A","2013",7.855,
"DNK","PENSIONEXP","PUB","PC_GDP","A","2014",8.008,
"DNK","PENSIONEXP","PUB","PC_GDP","A","2015",8.13,
"FIN","PENSIONEXP","PUB","PC_GDP","A","2005",8.076,
"FIN","PENSIONEXP","PUB","PC_GDP","A","2006",8.133,
"FIN","PENSIONEXP","PUB","PC_GDP","A","2007",7.958,
"FIN","PENSIONEXP","PUB","PC_GDP","A","2008",8.035,
"FIN","PENSIONEXP","PUB","PC_GDP","A","2009",9.477,
"FIN","PENSIONEXP","PUB","PC_GDP","A","2010",9.793,
"FIN","PENSIONEXP","PUB","PC_GDP","A","2011",9.859,
"FIN","PENSIONEXP","PUB","PC_GDP","A","2012",10.522,
"FIN","PENSIONEXP","PUB","PC_GDP","A","2013",11.109,
"FIN","PENSIONEXP","PUB","PC_GDP","A","2014",11.548,
"FIN","PENSIONEXP","PUB","PC_GDP","A","2015",11.421,
"FRA","PENSIONEXP","PUB","PC_GDP","A","2005",11.98,
"FRA","PENSIONEXP","PUB","PC_GDP","A","2006",11.84,
"FRA","PENSIONEXP","PUB","PC_GDP","A","2007",11.938,
"FRA","PENSIONEXP","PUB","PC_GDP","A","2008",12.243,
"FRA","PENSIONEXP","PUB","PC_GDP","A","2009",13.153,
"FRA","PENSIONEXP","PUB","PC_GDP","A","2010",13.222,
"FRA","PENSIONEXP","PUB","PC_GDP","A","2011",13.372,
"FRA","PENSIONEXP","PUB","PC_GDP","A","2012",13.661,
"FRA","PENSIONEXP","PUB","PC_GDP","A","2013",13.895,
"FRA","PENSIONEXP","PUB","PC_GDP","A","2014",13.974,
"FRA","PENSIONEXP","PUB","PC_GDP","A","2015",13.909,
"DEU","PENSIONEXP","PUB","PC_GDP","A","2005",11.08,
"DEU","PENSIONEXP","PUB","PC_GDP","A","2006",10.718,
"DEU","PENSIONEXP","PUB","PC_GDP","A","2007",10.288,
"DEU","PENSIONEXP","PUB","PC_GDP","A","2008",10.259,
"DEU","PENSIONEXP","PUB","PC_GDP","A","2009",10.951,
"DEU","PENSIONEXP","PUB","PC_GDP","A","2010",10.619,
"DEU","PENSIONEXP","PUB","PC_GDP","A","2011",10.207,
"DEU","PENSIONEXP","PUB","PC_GDP","A","2012",10.19,
"DEU","PENSIONEXP","PUB","PC_GDP","A","2013",10.094,
"DEU","PENSIONEXP","PUB","PC_GDP","A","2014",10.036,
"DEU","PENSIONEXP","PUB","PC_GDP","A","2015",10.084,
"GRC","PENSIONEXP","PUB","PC_GDP","A","2005",11.36,
"GRC","PENSIONEXP","PUB","PC_GDP","A","2006",11.336,
"GRC","PENSIONEXP","PUB","PC_GDP","A","2007",11.644,
"GRC","PENSIONEXP","PUB","PC_GDP","A","2008",12.473,
"GRC","PENSIONEXP","PUB","PC_GDP","A","2009",13.531,
"GRC","PENSIONEXP","PUB","PC_GDP","A","2010",14.198,
"GRC","PENSIONEXP","PUB","PC_GDP","A","2011",15.846,
"GRC","PENSIONEXP","PUB","PC_GDP","A","2012",17.088,
"GRC","PENSIONEXP","PUB","PC_GDP","A","2013",15.995,
"GRC","PENSIONEXP","PUB","PC_GDP","A","2014",16.414,
"GRC","PENSIONEXP","PUB","PC_GDP","A","2015",16.865,
"HUN","PENSIONEXP","PUB","PC_GDP","A","2005",8.329,
"HUN","PENSIONEXP","PUB","PC_GDP","A","2006",8.549,
"HUN","PENSIONEXP","PUB","PC_GDP","A","2007",9.007,
"HUN","PENSIONEXP","PUB","PC_GDP","A","2008",9.464,
"HUN","PENSIONEXP","PUB","PC_GDP","A","2009",9.595,
"HUN","PENSIONEXP","PUB","PC_GDP","A","2010",9.574,
"HUN","PENSIONEXP","PUB","PC_GDP","A","2011",9.738,
"HUN","PENSIONEXP","PUB","PC_GDP","A","2012",10.383,
"HUN","PENSIONEXP","PUB","PC_GDP","A","2013",10.224,
"HUN","PENSIONEXP","PUB","PC_GDP","A","2014",9.552,
"HUN","PENSIONEXP","PUB","PC_GDP","A","2015",9.198,
"ISL","PENSIONEXP","PUB","PC_GDP","A","2005",1.933,
"ISL","PENSIONEXP","PUB","PC_GDP","A","2006",1.776,
"ISL","PENSIONEXP","PUB","PC_GDP","A","2007",1.817,
"ISL","PENSIONEXP","PUB","PC_GDP","A","2008",1.745,
"ISL","PENSIONEXP","PUB","PC_GDP","A","2009",1.636,
"ISL","PENSIONEXP","PUB","PC_GDP","A","2010",1.576,
"ISL","PENSIONEXP","PUB","PC_GDP","A","2011",2.036,
"ISL","PENSIONEXP","PUB","PC_GDP","A","2012",2.02,
"ISL","PENSIONEXP","PUB","PC_GDP","A","2013",2.012,
"ISL","PENSIONEXP","PUB","PC_GDP","A","2014",2.149,
"ISL","PENSIONEXP","PUB","PC_GDP","A","2015",2.073,
"IRL","PENSIONEXP","PUB","PC_GDP","A","2005",3.166,
"IRL","PENSIONEXP","PUB","PC_GDP","A","2006",3.21,
"IRL","PENSIONEXP","PUB","PC_GDP","A","2007",3.372,
"IRL","PENSIONEXP","PUB","PC_GDP","A","2008",3.911,
"IRL","PENSIONEXP","PUB","PC_GDP","A","2009",4.759,
"IRL","PENSIONEXP","PUB","PC_GDP","A","2010",4.883,
"IRL","PENSIONEXP","PUB","PC_GDP","A","2011",4.933,
"IRL","PENSIONEXP","PUB","PC_GDP","A","2012",5.046,
"IRL","PENSIONEXP","PUB","PC_GDP","A","2013",4.917,
"IRL","PENSIONEXP","PUB","PC_GDP","A","2014",4.618,
"IRL","PENSIONEXP","PUB","PC_GDP","A","2015",3.593,
"ITA","PENSIONEXP","PUB","PC_GDP","A","2005",13.701,
"ITA","PENSIONEXP","PUB","PC_GDP","A","2006",13.685,
"ITA","PENSIONEXP","PUB","PC_GDP","A","2007",13.816,
"ITA","PENSIONEXP","PUB","PC_GDP","A","2008",14.246,
"ITA","PENSIONEXP","PUB","PC_GDP","A","2009",15.251,
"ITA","PENSIONEXP","PUB","PC_GDP","A","2010",15.441,
"ITA","PENSIONEXP","PUB","PC_GDP","A","2011",15.483,
"ITA","PENSIONEXP","PUB","PC_GDP","A","2012",15.902,
"ITA","PENSIONEXP","PUB","PC_GDP","A","2013",16.322,
"ITA","PENSIONEXP","PUB","PC_GDP","A","2014",16.208,
"ITA","PENSIONEXP","PUB","PC_GDP","A","2015",16.183,
"JPN","PENSIONEXP","PUB","PC_GDP","A","2005",8.084,
"JPN","PENSIONEXP","PUB","PC_GDP","A","2006",8.202,
"JPN","PENSIONEXP","PUB","PC_GDP","A","2007",8.35,
"JPN","PENSIONEXP","PUB","PC_GDP","A","2008",8.826,
"JPN","PENSIONEXP","PUB","PC_GDP","A","2009",9.605,
"JPN","PENSIONEXP","PUB","PC_GDP","A","2010",9.605,
"JPN","PENSIONEXP","PUB","PC_GDP","A","2011",9.715,
"JPN","PENSIONEXP","PUB","PC_GDP","A","2012",9.781,
"JPN","PENSIONEXP","PUB","PC_GDP","A","2013",9.726,
"JPN","PENSIONEXP","PUB","PC_GDP","A","2014",9.457,
"JPN","PENSIONEXP","PUB","PC_GDP","A","2015",9.369,
"KOR","PENSIONEXP","PUB","PC_GDP","A","2005",1.466,
"KOR","PENSIONEXP","PUB","PC_GDP","A","2006",1.538,
"KOR","PENSIONEXP","PUB","PC_GDP","A","2007",1.607,
"KOR","PENSIONEXP","PUB","PC_GDP","A","2008",1.908,
"KOR","PENSIONEXP","PUB","PC_GDP","A","2009",2.018,
"KOR","PENSIONEXP","PUB","PC_GDP","A","2010",2.056,
"KOR","PENSIONEXP","PUB","PC_GDP","A","2011",2.104,
"KOR","PENSIONEXP","PUB","PC_GDP","A","2012",2.314,
"KOR","PENSIONEXP","PUB","PC_GDP","A","2013",2.37,
"KOR","PENSIONEXP","PUB","PC_GDP","A","2014",2.651,
"KOR","PENSIONEXP","PUB","PC_GDP","A","2015",2.915,
"KOR","PENSIONEXP","PUB","PC_GDP","A","2016",2.938,
"KOR","PENSIONEXP","PUB","PC_GDP","A","2017",3.01,
"LUX","PENSIONEXP","PUB","PC_GDP","A","2005",7.837,
"LUX","PENSIONEXP","PUB","PC_GDP","A","2006",7.348,
