"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","SOCBENHH","INCASH","PC_GDP","A","1995",8.26991711508172,
"AUS","SOCBENHH","INCASH","PC_GDP","A","1996",8.26953795397368,
"AUS","SOCBENHH","INCASH","PC_GDP","A","1997",7.87948246632783,
"AUS","SOCBENHH","INCASH","PC_GDP","A","1998",7.78242367461593,
"AUS","SOCBENHH","INCASH","PC_GDP","A","1999",7.90324263906262,
"AUS","SOCBENHH","INCASH","PC_GDP","A","2000",8.41552422042759,
"AUS","SOCBENHH","INCASH","PC_GDP","A","2001",8.2403384540731,
"AUS","SOCBENHH","INCASH","PC_GDP","A","2002",7.98903815421494,
"AUS","SOCBENHH","INCASH","PC_GDP","A","2003",8.39520625662717,
"AUS","SOCBENHH","INCASH","PC_GDP","A","2004",8.07202307965016,
"AUS","SOCBENHH","INCASH","PC_GDP","A","2005",7.78750137992634,
"AUS","SOCBENHH","INCASH","PC_GDP","A","2006",7.53216705795086,
"AUS","SOCBENHH","INCASH","PC_GDP","A","2007",7.37688278308317,
"AUS","SOCBENHH","INCASH","PC_GDP","A","2008",8.9038959802245,
"AUS","SOCBENHH","INCASH","PC_GDP","A","2009",7.68115240341497,
"AUS","SOCBENHH","INCASH","PC_GDP","A","2010",7.51753114098186,
"AUS","SOCBENHH","INCASH","PC_GDP","A","2011",7.6156851342285,
"AUS","SOCBENHH","INCASH","PC_GDP","A","2012",7.76016772689313,
"AUS","SOCBENHH","INCASH","PC_GDP","A","2013",7.93935678404534,
"AUS","SOCBENHH","INCASH","PC_GDP","A","2014",8.02357009505719,
"AUS","SOCBENHH","INCASH","PC_GDP","A","2015",7.96031104693523,
"AUS","SOCBENHH","INCASH","PC_GDP","A","2016",7.38875056913962,
"AUS","SOCBENHH","INCASH","PC_GDP","A","2017",7.0202932082081,
"AUS","SOCBENHH","INCASH","PC_GDP","A","2018",6.65699146384175,
"AUT","SOCBENHH","INCASH","PC_GDP","A","1995",19.8756573499331,
"AUT","SOCBENHH","INCASH","PC_GDP","A","1996",19.795593184387,
"AUT","SOCBENHH","INCASH","PC_GDP","A","1997",19.1688741258652,
"AUT","SOCBENHH","INCASH","PC_GDP","A","1998",18.810082842785,
"AUT","SOCBENHH","INCASH","PC_GDP","A","1999",18.8604418000675,
"AUT","SOCBENHH","INCASH","PC_GDP","A","2000",18.6776918003611,
"AUT","SOCBENHH","INCASH","PC_GDP","A","2001",18.573189044983,
"AUT","SOCBENHH","INCASH","PC_GDP","A","2002",18.7918180510289,
"AUT","SOCBENHH","INCASH","PC_GDP","A","2003",19.0177443989855,
"AUT","SOCBENHH","INCASH","PC_GDP","A","2004",18.6915144346405,
"AUT","SOCBENHH","INCASH","PC_GDP","A","2005",18.3083005047761,
"AUT","SOCBENHH","INCASH","PC_GDP","A","2006",17.9569154347185,
"AUT","SOCBENHH","INCASH","PC_GDP","A","2007",17.3881516231699,
"AUT","SOCBENHH","INCASH","PC_GDP","A","2008",17.5804038038832,
"AUT","SOCBENHH","INCASH","PC_GDP","A","2009",19.0351703881927,
"AUT","SOCBENHH","INCASH","PC_GDP","A","2010",19.1872844517599,
"AUT","SOCBENHH","INCASH","PC_GDP","A","2011",18.509463137009,
"AUT","SOCBENHH","INCASH","PC_GDP","A","2012",18.6649278475423,
"AUT","SOCBENHH","INCASH","PC_GDP","A","2013",19.0424784400121,
"AUT","SOCBENHH","INCASH","PC_GDP","A","2014",19.1049079462351,
"AUT","SOCBENHH","INCASH","PC_GDP","A","2015",18.9132848149107,
"AUT","SOCBENHH","INCASH","PC_GDP","A","2016",18.6821842088817,
"AUT","SOCBENHH","INCASH","PC_GDP","A","2017",18.1979043400901,
"AUT","SOCBENHH","INCASH","PC_GDP","A","2018",17.8790576200467,
"BEL","SOCBENHH","INCASH","PC_GDP","A","1995",15.6472710463392,
"BEL","SOCBENHH","INCASH","PC_GDP","A","1996",15.8239110053755,
"BEL","SOCBENHH","INCASH","PC_GDP","A","1997",15.596727375765,
"BEL","SOCBENHH","INCASH","PC_GDP","A","1998",15.3247861998643,
"BEL","SOCBENHH","INCASH","PC_GDP","A","1999",14.9777390391387,
"BEL","SOCBENHH","INCASH","PC_GDP","A","2000",14.5222415167699,
"BEL","SOCBENHH","INCASH","PC_GDP","A","2001",14.6745284107396,
"BEL","SOCBENHH","INCASH","PC_GDP","A","2002",15.1747501151851,
"BEL","SOCBENHH","INCASH","PC_GDP","A","2003",15.4170942979415,
"BEL","SOCBENHH","INCASH","PC_GDP","A","2004",15.1689729488979,
"BEL","SOCBENHH","INCASH","PC_GDP","A","2005",15.0554642404663,
"BEL","SOCBENHH","INCASH","PC_GDP","A","2006",14.8478786042814,
"BEL","SOCBENHH","INCASH","PC_GDP","A","2007",14.7847222606207,
"BEL","SOCBENHH","INCASH","PC_GDP","A","2008",15.3711046499562,
"BEL","SOCBENHH","INCASH","PC_GDP","A","2009",16.7970472718205,
"BEL","SOCBENHH","INCASH","PC_GDP","A","2010",16.4449478314292,
"BEL","SOCBENHH","INCASH","PC_GDP","A","2011",16.5430390581321,
"BEL","SOCBENHH","INCASH","PC_GDP","A","2012",16.947640536783,
"BEL","SOCBENHH","INCASH","PC_GDP","A","2013",17.3733710038689,
"BEL","SOCBENHH","INCASH","PC_GDP","A","2014",17.1852687062364,
"BEL","SOCBENHH","INCASH","PC_GDP","A","2015",16.9774807572041,
"BEL","SOCBENHH","INCASH","PC_GDP","A","2016",16.9483105433647,
"BEL","SOCBENHH","INCASH","PC_GDP","A","2017",16.8546406762718,
"BEL","SOCBENHH","INCASH","PC_GDP","A","2018",16.8674989637245,
"CAN","SOCBENHH","INCASH","PC_GDP","A","1995",10.6186592209672,
"CAN","SOCBENHH","INCASH","PC_GDP","A","1996",10.2930333064289,
"CAN","SOCBENHH","INCASH","PC_GDP","A","1997",9.75393802801993,
"CAN","SOCBENHH","INCASH","PC_GDP","A","1998",9.65798662056588,
"CAN","SOCBENHH","INCASH","PC_GDP","A","1999",9.18727249096413,
"CAN","SOCBENHH","INCASH","PC_GDP","A","2000",8.66825004904748,
"CAN","SOCBENHH","INCASH","PC_GDP","A","2001",8.95685002660451,
"CAN","SOCBENHH","INCASH","PC_GDP","A","2002",8.80083170393753,
"CAN","SOCBENHH","INCASH","PC_GDP","A","2003",8.64070605468672,
"CAN","SOCBENHH","INCASH","PC_GDP","A","2004",8.41673959801786,
"CAN","SOCBENHH","INCASH","PC_GDP","A","2005",8.22726665212896,
"CAN","SOCBENHH","INCASH","PC_GDP","A","2006",8.44091022073975,
"CAN","SOCBENHH","INCASH","PC_GDP","A","2007",8.51044679433668,
"CAN","SOCBENHH","INCASH","PC_GDP","A","2008",8.61577957334791,
"CAN","SOCBENHH","INCASH","PC_GDP","A","2009",9.78487068949059,
"CAN","SOCBENHH","INCASH","PC_GDP","A","2010",9.70062087046712,
"CAN","SOCBENHH","INCASH","PC_GDP","A","2011",9.26038139570015,
"CAN","SOCBENHH","INCASH","PC_GDP","A","2012",9.17293718643981,
"CAN","SOCBENHH","INCASH","PC_GDP","A","2013",9.21441852714185,
"CAN","SOCBENHH","INCASH","PC_GDP","A","2014",8.96256349948719,
"CAN","SOCBENHH","INCASH","PC_GDP","A","2015",9.6284190287479,
"CAN","SOCBENHH","INCASH","PC_GDP","A","2016",9.97770959277426,
"CAN","SOCBENHH","INCASH","PC_GDP","A","2017",9.98091174331783,
"CAN","SOCBENHH","INCASH","PC_GDP","A","2018",9.95419667460483,
"CZE","SOCBENHH","INCASH","PC_GDP","A","1995",10.7806311840232,
"CZE","SOCBENHH","INCASH","PC_GDP","A","1996",11.0287283690307,
"CZE","SOCBENHH","INCASH","PC_GDP","A","1997",11.5781439456789,
"CZE","SOCBENHH","INCASH","PC_GDP","A","1998",11.6114553326541,
"CZE","SOCBENHH","INCASH","PC_GDP","A","1999",12.1043053098509,
"CZE","SOCBENHH","INCASH","PC_GDP","A","2000",12.3154518820556,
"CZE","SOCBENHH","INCASH","PC_GDP","A","2001",12.1227624869126,
"CZE","SOCBENHH","INCASH","PC_GDP","A","2002",12.403697135041,
"CZE","SOCBENHH","INCASH","PC_GDP","A","2003",12.2880448280696,
"CZE","SOCBENHH","INCASH","PC_GDP","A","2004",11.7336676197181,
"CZE","SOCBENHH","INCASH","PC_GDP","A","2005",11.4699820608766,
"CZE","SOCBENHH","INCASH","PC_GDP","A","2006",11.5882268208989,
"CZE","SOCBENHH","INCASH","PC_GDP","A","2007",11.8869294867839,
"CZE","SOCBENHH","INCASH","PC_GDP","A","2008",11.8103176423548,
"CZE","SOCBENHH","INCASH","PC_GDP","A","2009",12.9459809398971,
"CZE","SOCBENHH","INCASH","PC_GDP","A","2010",13.0602322191445,
"CZE","SOCBENHH","INCASH","PC_GDP","A","2011",13.067675156275,
"CZE","SOCBENHH","INCASH","PC_GDP","A","2012",13.138240434768,
"CZE","SOCBENHH","INCASH","PC_GDP","A","2013",13.2927034001866,
"CZE","SOCBENHH","INCASH","PC_GDP","A","2014",12.8786317550534,
"CZE","SOCBENHH","INCASH","PC_GDP","A","2015",12.368338539918,
"CZE","SOCBENHH","INCASH","PC_GDP","A","2016",12.1950968856898,
"CZE","SOCBENHH","INCASH","PC_GDP","A","2017",11.8344838899943,
"CZE","SOCBENHH","INCASH","PC_GDP","A","2018",11.8058305388353,
"DNK","SOCBENHH","INCASH","PC_GDP","A","1995",19.4797297277806,
"DNK","SOCBENHH","INCASH","PC_GDP","A","1996",18.8900299189902,
"DNK","SOCBENHH","INCASH","PC_GDP","A","1997",17.9765043805394,
"DNK","SOCBENHH","INCASH","PC_GDP","A","1998",17.4334881175878,
"DNK","SOCBENHH","INCASH","PC_GDP","A","1999",16.885581695398,
"DNK","SOCBENHH","INCASH","PC_GDP","A","2000",16.2698114643823,
"DNK","SOCBENHH","INCASH","PC_GDP","A","2001",16.3582727807541,
"DNK","SOCBENHH","INCASH","PC_GDP","A","2002",16.4878236557575,
"DNK","SOCBENHH","INCASH","PC_GDP","A","2003",17.1714485522212,
"DNK","SOCBENHH","INCASH","PC_GDP","A","2004",16.8613456471754,
"DNK","SOCBENHH","INCASH","PC_GDP","A","2005",16.2107544869127,
"DNK","SOCBENHH","INCASH","PC_GDP","A","2006",15.2408051342559,
"DNK","SOCBENHH","INCASH","PC_GDP","A","2007",14.8196047453321,
"DNK","SOCBENHH","INCASH","PC_GDP","A","2008",14.6412103939708,
"DNK","SOCBENHH","INCASH","PC_GDP","A","2009",16.5801610012523,
"DNK","SOCBENHH","INCASH","PC_GDP","A","2010",17.136098789958,
"DNK","SOCBENHH","INCASH","PC_GDP","A","2011",17.249336804909,
"DNK","SOCBENHH","INCASH","PC_GDP","A","2012",17.3075783581627,
"DNK","SOCBENHH","INCASH","PC_GDP","A","2013",17.4121365430522,
"DNK","SOCBENHH","INCASH","PC_GDP","A","2014",17.2438944536144,
"DNK","SOCBENHH","INCASH","PC_GDP","A","2015",16.9951111112261,
"DNK","SOCBENHH","INCASH","PC_GDP","A","2016",16.5272626335305,
"DNK","SOCBENHH","INCASH","PC_GDP","A","2017",16.2392560398671,
"DNK","SOCBENHH","INCASH","PC_GDP","A","2018",15.8444465816703,
"FIN","SOCBENHH","INCASH","PC_GDP","A","1995",21.3010786512293,
"FIN","SOCBENHH","INCASH","PC_GDP","A","1996",20.6782716025195,
"FIN","SOCBENHH","INCASH","PC_GDP","A","1997",19.08092449033,
"FIN","SOCBENHH","INCASH","PC_GDP","A","1998",17.6262098046051,
"FIN","SOCBENHH","INCASH","PC_GDP","A","1999",17.0451322134325,
"FIN","SOCBENHH","INCASH","PC_GDP","A","2000",15.6403453482066,
"FIN","SOCBENHH","INCASH","PC_GDP","A","2001",15.2619133224549,
"FIN","SOCBENHH","INCASH","PC_GDP","A","2002",15.7651226378244,
"FIN","SOCBENHH","INCASH","PC_GDP","A","2003",16.0330545835557,
"FIN","SOCBENHH","INCASH","PC_GDP","A","2004",15.868176721803,
"FIN","SOCBENHH","INCASH","PC_GDP","A","2005",15.7201236284588,
"FIN","SOCBENHH","INCASH","PC_GDP","A","2006",15.303909263897,
"FIN","SOCBENHH","INCASH","PC_GDP","A","2007",14.4757098871023,
"FIN","SOCBENHH","INCASH","PC_GDP","A","2008",14.6300157002033,
"FIN","SOCBENHH","INCASH","PC_GDP","A","2009",17.1821268026432,
"FIN","SOCBENHH","INCASH","PC_GDP","A","2010",17.3681720818739,
"FIN","SOCBENHH","INCASH","PC_GDP","A","2011",17.1092637299367,
"FIN","SOCBENHH","INCASH","PC_GDP","A","2012",17.9454528270915,
"FIN","SOCBENHH","INCASH","PC_GDP","A","2013",18.8145124583376,
"FIN","SOCBENHH","INCASH","PC_GDP","A","2014",19.4623411649275,
"FIN","SOCBENHH","INCASH","PC_GDP","A","2015",19.6612815478866,
"FIN","SOCBENHH","INCASH","PC_GDP","A","2016",19.4131060417988,
"FIN","SOCBENHH","INCASH","PC_GDP","A","2017",18.8756442728352,
"FIN","SOCBENHH","INCASH","PC_GDP","A","2018",18.3419379613432,
"FRA","SOCBENHH","INCASH","PC_GDP","A","1995",17.7094953265812,
"FRA","SOCBENHH","INCASH","PC_GDP","A","1996",17.7878342141366,
"FRA","SOCBENHH","INCASH","PC_GDP","A","1997",17.8662677321765,
"FRA","SOCBENHH","INCASH","PC_GDP","A","1998",17.4750128708125,
"FRA","SOCBENHH","INCASH","PC_GDP","A","1999",17.3240666124672,
"FRA","SOCBENHH","INCASH","PC_GDP","A","2000",16.7922033565875,
"FRA","SOCBENHH","INCASH","PC_GDP","A","2001",16.8745286698739,
"FRA","SOCBENHH","INCASH","PC_GDP","A","2002",17.1589635911676,
"FRA","SOCBENHH","INCASH","PC_GDP","A","2003",17.3871289399546,
"FRA","SOCBENHH","INCASH","PC_GDP","A","2004",17.4054397280781,
"FRA","SOCBENHH","INCASH","PC_GDP","A","2005",17.5468669039388,
"FRA","SOCBENHH","INCASH","PC_GDP","A","2006",17.5894177477923,
"FRA","SOCBENHH","INCASH","PC_GDP","A","2007",17.4792413565748,
"FRA","SOCBENHH","INCASH","PC_GDP","A","2008",17.6144109055501,
"FRA","SOCBENHH","INCASH","PC_GDP","A","2009",19.1771215158679,
"FRA","SOCBENHH","INCASH","PC_GDP","A","2010",19.1887992165546,
"FRA","SOCBENHH","INCASH","PC_GDP","A","2011",19.1561376993144,
"FRA","SOCBENHH","INCASH","PC_GDP","A","2012",19.5487465554451,
"FRA","SOCBENHH","INCASH","PC_GDP","A","2013",19.862515816963,
"FRA","SOCBENHH","INCASH","PC_GDP","A","2014",19.9586931594849,
"FRA","SOCBENHH","INCASH","PC_GDP","A","2015",19.8319529555611,
"FRA","SOCBENHH","INCASH","PC_GDP","A","2016",19.8226243874011,
"FRA","SOCBENHH","INCASH","PC_GDP","A","2017",19.5777196530117,
"FRA","SOCBENHH","INCASH","PC_GDP","A","2018",19.4798753978811,
"DEU","SOCBENHH","INCASH","PC_GDP","A","1995",17.2306701643082,
"DEU","SOCBENHH","INCASH","PC_GDP","A","1996",17.9947745890974,
"DEU","SOCBENHH","INCASH","PC_GDP","A","1997",18.0319200469112,
"DEU","SOCBENHH","INCASH","PC_GDP","A","1998",17.7512137488706,
"DEU","SOCBENHH","INCASH","PC_GDP","A","1999",17.9906578359586,
"DEU","SOCBENHH","INCASH","PC_GDP","A","2000",17.5065075459084,
"DEU","SOCBENHH","INCASH","PC_GDP","A","2001",17.6300551428282,
"DEU","SOCBENHH","INCASH","PC_GDP","A","2002",18.1092024093316,
"DEU","SOCBENHH","INCASH","PC_GDP","A","2003",18.4955936280561,
"DEU","SOCBENHH","INCASH","PC_GDP","A","2004",18.1726128387815,
"DEU","SOCBENHH","INCASH","PC_GDP","A","2005",18.0326529185294,
"DEU","SOCBENHH","INCASH","PC_GDP","A","2006",17.1601791134889,
"DEU","SOCBENHH","INCASH","PC_GDP","A","2007",16.0943769878578,
"DEU","SOCBENHH","INCASH","PC_GDP","A","2008",15.9182246935979,
"DEU","SOCBENHH","INCASH","PC_GDP","A","2009",17.4498411517216,
"DEU","SOCBENHH","INCASH","PC_GDP","A","2010",16.7874356574637,
"DEU","SOCBENHH","INCASH","PC_GDP","A","2011",15.7519787938639,
"DEU","SOCBENHH","INCASH","PC_GDP","A","2012",15.6788486546146,
"DEU","SOCBENHH","INCASH","PC_GDP","A","2013",15.61260604336,
"DEU","SOCBENHH","INCASH","PC_GDP","A","2014",15.4233235295122,
"DEU","SOCBENHH","INCASH","PC_GDP","A","2015",15.5022821254955,
"DEU","SOCBENHH","INCASH","PC_GDP","A","2016",15.5237548259468,
"DEU","SOCBENHH","INCASH","PC_GDP","A","2017",15.6106490312759,
"DEU","SOCBENHH","INCASH","PC_GDP","A","2018",15.5539309346753,
"GRC","SOCBENHH","INCASH","PC_GDP","A","1995",11.0064513586427,
"GRC","SOCBENHH","INCASH","PC_GDP","A","1996",11.0310270514868,
"GRC","SOCBENHH","INCASH","PC_GDP","A","1997",10.9787813845805,
"GRC","SOCBENHH","INCASH","PC_GDP","A","1998",11.3609371012589,
"GRC","SOCBENHH","INCASH","PC_GDP","A","1999",11.6803561944257,
"GRC","SOCBENHH","INCASH","PC_GDP","A","2000",12.3011221656281,
"GRC","SOCBENHH","INCASH","PC_GDP","A","2001",12.6122057968252,
"GRC","SOCBENHH","INCASH","PC_GDP","A","2002",12.5981302565017,
"GRC","SOCBENHH","INCASH","PC_GDP","A","2003",13.1108867510256,
"GRC","SOCBENHH","INCASH","PC_GDP","A","2004",12.8208421721074,
"GRC","SOCBENHH","INCASH","PC_GDP","A","2005",13.5965095718034,
"GRC","SOCBENHH","INCASH","PC_GDP","A","2006",13.9707981784722,
"GRC","SOCBENHH","INCASH","PC_GDP","A","2007",14.5594272786609,
"GRC","SOCBENHH","INCASH","PC_GDP","A","2008",16.0225370994695,
"GRC","SOCBENHH","INCASH","PC_GDP","A","2009",17.5065330577287,
"GRC","SOCBENHH","INCASH","PC_GDP","A","2010",17.7470880693953,
"GRC","SOCBENHH","INCASH","PC_GDP","A","2011",19.5103213322517,
"GRC","SOCBENHH","INCASH","PC_GDP","A","2012",20.3123463424205,
"GRC","SOCBENHH","INCASH","PC_GDP","A","2013",18.989863241087,
"GRC","SOCBENHH","INCASH","PC_GDP","A","2014",19.661755404162,
"GRC","SOCBENHH","INCASH","PC_GDP","A","2015",19.7677564011853,
"GRC","SOCBENHH","INCASH","PC_GDP","A","2016",19.8897435553731,
"GRC","SOCBENHH","INCASH","PC_GDP","A","2017",19.0486395518572,
"GRC","SOCBENHH","INCASH","PC_GDP","A","2018",18.6548249052081,
"HUN","SOCBENHH","INCASH","PC_GDP","A","1995",14.8540825013968,
"HUN","SOCBENHH","INCASH","PC_GDP","A","1996",13.2233595724979,
