"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","FBORNPOP","TOT","PC_POP","A","1995",23.042,
"AUS","FBORNPOP","TOT","PC_POP","A","1996",23.258,
"AUS","FBORNPOP","TOT","PC_POP","A","1997",23.299,
"AUS","FBORNPOP","TOT","PC_POP","A","1998",23.153,
"AUS","FBORNPOP","TOT","PC_POP","A","1999",23.086,
"AUS","FBORNPOP","TOT","PC_POP","A","2000",23.086,
"AUS","FBORNPOP","TOT","PC_POP","A","2001",23.037,
"AUS","FBORNPOP","TOT","PC_POP","A","2002",23.088,
"AUS","FBORNPOP","TOT","PC_POP","A","2003",23.3,
"AUS","FBORNPOP","TOT","PC_POP","A","2004",23.5,
"AUS","FBORNPOP","TOT","PC_POP","A","2005",23.846,
"AUS","FBORNPOP","TOT","PC_POP","A","2006",24.172,
"AUS","FBORNPOP","TOT","PC_POP","A","2007",24.605,
"AUS","FBORNPOP","TOT","PC_POP","A","2008",25.127,
"AUS","FBORNPOP","TOT","PC_POP","A","2009",25.781,
"AUS","FBORNPOP","TOT","PC_POP","A","2010",26.537,
"AUS","FBORNPOP","TOT","PC_POP","A","2011",26.697,
"AUS","FBORNPOP","TOT","PC_POP","A","2012",27.122,
"AUS","FBORNPOP","TOT","PC_POP","A","2013",27.54,
"AUS","FBORNPOP","TOT","PC_POP","A","2014",27.814,
"AUS","FBORNPOP","TOT","PC_POP","A","2015",28.077,
"AUS","FBORNPOP","TOT","PC_POP","A","2016",28.65,
"AUS","FBORNPOP","TOT","PC_POP","A","2017",29.2,
"AUS","FBORNPOP","TOT","PC_POP","A","2018",29.641,
"BEL","FBORNPOP","TOT","PC_POP","A","1995",9.701,
"BEL","FBORNPOP","TOT","PC_POP","A","1996",9.838,
"BEL","FBORNPOP","TOT","PC_POP","A","1997",9.93,
"BEL","FBORNPOP","TOT","PC_POP","A","1998",10.03,
"BEL","FBORNPOP","TOT","PC_POP","A","1999",10.192,
"BEL","FBORNPOP","TOT","PC_POP","A","2000",10.192,
"BEL","FBORNPOP","TOT","PC_POP","A","2001",10.328,
"BEL","FBORNPOP","TOT","PC_POP","A","2002",10.812,
"BEL","FBORNPOP","TOT","PC_POP","A","2003",11.1,
"BEL","FBORNPOP","TOT","PC_POP","A","2004",11.4,
"BEL","FBORNPOP","TOT","PC_POP","A","2005",11.708,
"BEL","FBORNPOP","TOT","PC_POP","A","2006",12.11,
"BEL","FBORNPOP","TOT","PC_POP","A","2007",12.508,
"BEL","FBORNPOP","TOT","PC_POP","A","2008",12.99,
"BEL","FBORNPOP","TOT","PC_POP","A","2009",13.482,
"BEL","FBORNPOP","TOT","PC_POP","A","2010",13.759,
"BEL","FBORNPOP","TOT","PC_POP","A","2011",14.8,
"BEL","FBORNPOP","TOT","PC_POP","A","2012",14.835,
"BEL","FBORNPOP","TOT","PC_POP","A","2013",15.676,
"BEL","FBORNPOP","TOT","PC_POP","A","2014",15.816,
"BEL","FBORNPOP","TOT","PC_POP","A","2015",15.807,
