"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","SOCEXP","PUB","PC_GDP","A","2005",16.709,
"AUS","SOCEXP","PUB","PC_GDP","A","2006",15.736,
"AUS","SOCEXP","PUB","PC_GDP","A","2007",15.895,
"AUS","SOCEXP","PUB","PC_GDP","A","2008",17.089,
"AUS","SOCEXP","PUB","PC_GDP","A","2009",16.933,
"AUS","SOCEXP","PUB","PC_GDP","A","2010",16.594,
"AUS","SOCEXP","PUB","PC_GDP","A","2011",17.052,
"AUS","SOCEXP","PUB","PC_GDP","A","2012",17.293,
"AUS","SOCEXP","PUB","PC_GDP","A","2013",17.636,
"AUS","SOCEXP","PUB","PC_GDP","A","2014",18.266,
"AUS","SOCEXP","PUB","PC_GDP","A","2015",18.535,
"AUS","SOCEXP","PUB","PC_GDP","A","2016",17.808,
"AUT","SOCEXP","PUB","PC_GDP","A","2005",25.952,
"AUT","SOCEXP","PUB","PC_GDP","A","2006",25.665,
"AUT","SOCEXP","PUB","PC_GDP","A","2007",25.086,
"AUT","SOCEXP","PUB","PC_GDP","A","2008",25.515,
"AUT","SOCEXP","PUB","PC_GDP","A","2009",27.466,
"AUT","SOCEXP","PUB","PC_GDP","A","2010",27.562,
"AUT","SOCEXP","PUB","PC_GDP","A","2011",26.743,
"AUT","SOCEXP","PUB","PC_GDP","A","2012",27.109,
"AUT","SOCEXP","PUB","PC_GDP","A","2013",27.513,
"AUT","SOCEXP","PUB","PC_GDP","A","2014",27.735,
"AUT","SOCEXP","PUB","PC_GDP","A","2015",27.701,
"AUT","SOCEXP","PUB","PC_GDP","A","2016",27.837,
"AUT","SOCEXP","PUB","PC_GDP","A","2017",27.083,
"AUT","SOCEXP","PUB","PC_GDP","A","2018",26.601,
"BEL","SOCEXP","PUB","PC_GDP","A","2005",25.229,
"BEL","SOCEXP","PUB","PC_GDP","A","2006",25.109,
"BEL","SOCEXP","PUB","PC_GDP","A","2007",24.89,
"BEL","SOCEXP","PUB","PC_GDP","A","2008",26.258,
"BEL","SOCEXP","PUB","PC_GDP","A","2009",28.553,
"BEL","SOCEXP","PUB","PC_GDP","A","2010",28.284,
"BEL","SOCEXP","PUB","PC_GDP","A","2011",28.732,
"BEL","SOCEXP","PUB","PC_GDP","A","2012",28.685,
"BEL","SOCEXP","PUB","PC_GDP","A","2013",29.213,
"BEL","SOCEXP","PUB","PC_GDP","A","2014",29.448,
"BEL","SOCEXP","PUB","PC_GDP","A","2015",29.188,
"BEL","SOCEXP","PUB","PC_GDP","A","2016",29.206,
"BEL","SOCEXP","PUB","PC_GDP","A","2017",29.179,
"BEL","SOCEXP","PUB","PC_GDP","A","2018",28.914,
"CAN","SOCEXP","PUB","PC_GDP","A","2005",16.138,
"CAN","SOCEXP","PUB","PC_GDP","A","2006",16.292,
"CAN","SOCEXP","PUB","PC_GDP","A","2007",16.198,
